Stego?,Entropy_img_full,Mean_entropy_slices,Stdev_entropy_slices,Mean_MarkovChains_00,Mean_MarkovChains_01,Mean_MarkovChains_10,Mean_MarkovChains_11,Stdev_MarkovChains_00,Stdev_MarkovChains_01,Stdev_MarkovChains_10,Stdev_MarkovChains_11,Mean_imgfull_MarkovChains_00,Mean_imgfull_MarkovChains_01,Mean_imgfull_MarkovChains_10,Mean_imgfull_MarkovChains_11
0,5.15596085501565,7.47754598046836,0.668909801221212,875,125,0,1,0,0,0,0,0.4967315124112,0.5032684875888,0.09314882929142,0.90685117070858
0,4.83120968234644,5.1961680962548,2.97454137723436,875,125,0,1,0,0,0,0,0.5,0.5,0,1
0,5.32283479399061,6.3880470021968,2.36271731485417,875,125,0,1,0,0,0,0,0.5,0.5,0.000277777777778,0.999722222222222
0,5.36354207256903,7.21018875587935,1.51337351228564,875,125,0,1,0,0,0,0,0.50036075036075,0.49963924963925,0.002597402597403,0.997402597402597
0,5.31311840649908,6.60969016795718,0.863832611629916,875,125,0,1,0,0,0,0,0.500668002672011,0.499331997327989,0.001002004008016,0.998997995991984
0,4.98069206449453,7.50143579996081,2.37638287013886,875,125,0,1,0,0,0,0,0.5,0.5,0,1
0,5.36647536105384,8.16647190372871,1.37812464236332,875,125,0,1,0,0,0,0,0.500717070453913,0.499282929546087,0.00650932887775,0.99349067112225
0,5.33473722433013,6.98202830605396,1.29760772528817,875,125,0,1,0,0,0,0,0.501908396946565,0.498091603053435,0.015394402035624,0.984605597964377
0,5.0605989253721,6.72470153393185,1.66922427129961,875,125,0,1,0,0,0,0,0.500220264317181,0.499779735682819,0.089339906300259,0.910660093699741
0,5.35888125539823,7.0719128217483,1.76044061202858,875,125,0,1,0,0,0,0,0.5,0.5,0,1
0,5.38094092262734,8.57589194295003,1.87637620994641,875,125,0,1,0,0,0,0,0.500333333333333,0.499666666666667,0.001888888888889,0.998111111111111
0,5.35802113151726,6.13699867146495,1.74877674662686,875,125,0,1,0,0,0,0,0.502166666666667,0.497833333333333,0.136629023754024,0.863370976245976
0,4.99677823743659,5.61972445719402,1.550124504326,875,125,0,1,0,0,0,0,0.500208333333333,0.499791666666667,0.003541666666667,0.996458333333333
0,5.19639397168869,5.06534202797519,1.5049345326869,875,125,0,1,0,0,0,0,0.503015873015873,0.496984126984127,0.109365079365079,0.890634920634921
0,5.41902912478478,7.76428290185268,1.13689052497754,875,125,0,1,0,0,0,0,0.500416666666667,0.499583333333333,0.013541666666667,0.986458333333333
0,5.42799947909561,8.07022901678926,1.3310594608124,875,125,0,1,0,0,0,0,0.5,0.5,0,1
0,5.11421645910852,5.62306897489721,0.983026848429971,0.998678439108409,0.001321560891591,0.028645833333333,0.971354166666667,0.000454638281145,0.000454638281145,0.131316383229242,0.131316383229242,0.5,0.5,0,1
0,2.94801030184352,1.96114191442975,1.06322775632368,0.8203125,0.1796875,0.071428571428572,0.928571428571429,0.108459175993287,0.108459175993287,0.109479434962116,0.109479434962116,0.5,0.5,0,1
0,5.2338030627126,8.00828984136095,1.65270341152438,875,125,0,1,0,0,0,0,0.5,0.5,0,1
